"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina"
"Suomen pienviljelijäin puolue","http://ldf.fi/semparl/speeches/s1932_2_037_109","Kesti, Yrjö",1885,1960,"Male","46-55","1920-1960","Long","kapina, punakapina","vakaumus suhde tahto sanoa ainoastaan kapina seuraus tutkla pikemminkin syyllinen löytää suunna kapina alkaa näyttää m.m moni edustaja hämäryys peitko kattä kantaa ohkola työväentalo kauemmaksi maa kansanliike useammasti tahdota rinnastaa kapina mäntsälä kapina toinen selittää kapina viaton liikehtiminen edellinen rinna puolesta sanoa kapina kapina ryhtyä mäntsälä kapina historia lehdi jättää lehti musta punakapina jättämä ed päivänsalo lausuma mielipiteen valmis tankoitusperii saavuttaminen vuodattaa veljesvertakki olla suotta ylvästellä kapina verettömyydi huomioon#ottaa voitanyt mieli punakapi mäntsälä kapina jättää historia lehdi ruma jälki kumpikin kapina toimeenpanijain ymmärtäjäin suotta nälvitä toinen kumpikin kapina pää#määrä","vakaumus suhde tahto sanoa ainoastaan kapina seuraus tutkla pikemminkin syyllinen löytää suunna kapina alkaa näyttää m.m moni edustaja hämäryys peitko kattä kantaa ohkola työväentalo kauemmaksi maa kansanliike useammasti tahdota rinnastaa kapina mäntsälä kapina toinen selittää kapina viaton liikehtiminen edellinen rinna puolesta sanoa kapina kapina ryhtyä mäntsälä kapina historia lehdi jättää lehti musta punakapina jättämä ed päivänsalo lausuma mielipiteen valmis tankoitusperii saavuttaminen vuodattaa veljesvertakki olla suotta ylvästellä kapina verettömyydi huomioonottaa voitanyt mieli punakapi mäntsälä kapina jättää historia lehdi ruma jälki kumpikin kapina toimeenpanijain ymmärtäjäin suotta nälvitä toinen kumpikin kapina päämäärä","Center",0,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s2000_1_041_006","Bremer, Klaus",1938,NA,"Male","56-65","1960-2000","Very Short","vallankumous","ministeri häkämiehteä suhtautuminen juridinen juristinen todeta vahinko NA että ei kriminaalipoliittinen keskustelu käydä ala asian#tuntija ministeri häkä#mies ranskka vallankumous syntyä ihminen katu ymmärtää hallinto hallitsijo muu vallankumous johtua sama syy tehdä ymmärrettävä kansa","ministeri häkämiehteä suhtautuminen juridinen juristinen todeta vahinko NA että ei kriminaalipoliittinen keskustelu käydä ala asiantuntija ministeri häkämies ranskka vallankumous syntyä ihminen katu ymmärtää hallinto hallitsijo muu vallankumous johtua sama syy tehdä ymmärrettävä kansa","Right",1,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1932_2_019_013","von Frenckell, Erik",1887,1977,"Male","36-45","1920-1960","Long","kapina","edus#kunta ymmärtää puolustaa puolustaa kaappaus nähtävästi yrittää historiakirjassa lula vallankumous moraalitto moraalinen kapina epäonnistua nousta kauhu hallituspuolue keskuudessa johdosta kansalainen ase käsi uskaltaa käydä vallita yhteiskuntajärjestys kimppuun sellainen menettely#tapa tuomita ankaristi lisä#tulo pienen tuskin suomenmaankaan ilmoittla suomi sosialidemokraatti m m päivä maaliskuu leht ilmestyä jättiläispainos ilmoittaa herra liike#mies lehti vasen kapina hyötyä ed hakkila lapoka liike kosketella ainoastaan yllyttäjä laaja piiri nostaa yllyttäjä rangainen laki kirjain tietää ed erichi katsoa yllyttäjä senjäle ed tanner ilmoittaa kautta kapina puheta tenkki epäillä suuresti olla tuomio osua oikeaan käsitellä vihtori kosola tavallinen kuritushuonepykäli mies tuomittaa elinkaud","eduskunta ymmärtää puolustaa puolustaa kaappaus nähtävästi yrittää historiakirjassa lula vallankumous moraalitto moraalinen kapina epäonnistua nousta kauhu hallituspuolue keskuudessa johdosta kansalainen ase käsi uskaltaa käydä vallita yhteiskuntajärjestys kimppuun sellainen menettelytapa tuomita ankaristi lisätulo pienen tuskin suomenmaankaan ilmoittla suomi sosialidemokraatti m m päivä maaliskuu leht ilmestyä jättiläispainos ilmoittaa herra liikemies lehti vasen kapina hyötyä ed hakkila lapoka liike kosketella ainoastaan yllyttäjä laaja piiri nostaa yllyttäjä rangainen laki kirjain tietää ed erichi katsoa yllyttäjä senjäle ed tanner ilmoittaa kautta kapina puheta tenkki epäillä suuresti olla tuomio osua oikeaan käsitellä vihtori kosola tavallinen kuritushuonepykäli mies tuomittaa elinkaud","Right",0,1
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1921_1_044_013","af Forselles, Arthur",1864,1953,"Male","56-65","1920-1960","Very Long","kapina","valtio kirja vuosi esiintyä kirjo tulo ollenkaan kertyä vuosikaunen jälkeenpäin autettavi kapina pata valtiotaloudellinen olo sekaisin valio#kunta ilmoittaa sivu miljoona verotuloinen kauniisti esiintyä kirjo tulo ainoastaan kirjanpitoerä tulo tilapäisi varallisuusvero korkea hinta ottaa venäjä rupla kestää suhteellisesti vähäinen marka arvo aleneminen tapahtua kapina kapina tulla valtio täytyä käydä sota tulo mikään muu tapa sota käydä","valtio kirja vuosi esiintyä kirjo tulo ollenkaan kertyä vuosikaunen jälkeenpäin autettavi kapina pata valtiotaloudellinen olo sekaisin valiokunta ilmoittaa sivu miljoona verotuloinen kauniisti esiintyä kirjo tulo ainoastaan kirjanpitoerä tulo tilapäisi varallisuusvero korkea hinta ottaa venäjä rupla kestää suhteellisesti vähäinen marka arvo aleneminen tapahtua kapina kapina tulla valtio täytyä käydä sota tulo mikään muu tapa sota käydä","Right",0,1
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1995_1_089_058","Jansson, Gunnar",1944,NA,"Male","46-55","1960-2000","Very Short","vallankumous","maailmanpolitiikka globaalisuus valio#kunta lausua viisas ajatus keskustella valitettavasti puhua elektroninen vallankumous arvoisa puhe#mies berliini muuri kaatua tapahtua elektroninen saavutus tulos poliittinen päätös seuraus maailma kansa valtio","maailmanpolitiikka globaalisuus valiokunta lausua viisas ajatus keskustella valitettavasti puhua elektroninen vallankumous arvoisa puhemies berliini muuri kaatua tapahtua elektroninen saavutus tulos poliittinen päätös seuraus maailma kansa valtio","Right",1,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1936_1_049_050","von Frenckell, Erik",1887,1977,"Male","46-55","1920-1960","Short","vallankumous","ajaa voida hyväksyä uhkaill vääristella väärä kuva antaa niinkuin jonkinlainen vallankumous ovi myöntää raha vastata järjestys perä pohjola sellainen loru sellainen tyhjä puhe","ajaa voida hyväksyä uhkaill vääristella väärä kuva antaa niinkuin jonkinlainen vallankumous ovi myöntää raha vastata järjestys perä pohjola sellainen loru sellainen tyhjä puhe","Right",1,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1917_1_026_054","Schybergson, Emil",1856,1920,"Male","56-65",NA,"Very Short","vallankumous","valmis vastata syypä sota vallankumous valmis ottaa vallankumous puoli tahtoa kuulla mi huonoinen puoli niin laittaa","valmis vastata syypä sota vallankumous valmis ottaa vallankumous puoli tahtoa kuulla mi huonoinen puoli niin laittaa","Right",1,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1990_1_087_012","Donner, Jörn",1933,2020,"Male","56-65","1960-2000","Very Long","kapina","säestää halu uudistaa konkurssikypsä talous puola tshekkoslovakia unkari romania bulgaria kannalttaa tärkeä tapahtuma osa euroopata itä-saksa rauhanomainen kapina kommunistinen diktatuuri kapina käytäntö saada alku itä länsi välinen muuri poistaminen saksa berliini yö päivä marraskuu konkurssikypnen talous puola tshekkoslovakia unkari romania bulgaria kannalttaa tärkeä tapahtuma osa euroopata itä-saksa rauhanomainen kapina kommunistinen diktatuuri kapina käytäntö saada alku itä länsi välinen muuri poistaminen saksa berliini yö päivä marraskuu hetki pystyä","säestää halu uudistaa konkurssikypsä talous puola tshekkoslovakia unkari romania bulgaria kannalttaa tärkeä tapahtuma osa euroopata itä-saksa rauhanomainen kapina kommunistinen diktatuuri kapina käytäntö saada alku itä länsi välinen muuri poistaminen saksa berliini yö päivä marraskuu konkurssikypnen talous puola tshekkoslovakia unkari romania bulgaria kannalttaa tärkeä tapahtuma osa euroopata itä-saksa rauhanomainen kapina kommunistinen diktatuuri kapina käytäntö saada alku itä länsi välinen muuri poistaminen saksa berliini yö päivä marraskuu hetki pystyä","Right",0,1
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1934_1_006_106","von Born, Ernst",1885,1956,"Male","46-55","1920-1960","Short","kapina","pää#asiallisesti ennen ed tapaninen väittää jokin sellainen tuloksi usea taho mennä pyytää sisäasiainministerä vältettäinen mäntsälä tapahtuma toisin sanoen kapina mennä viittaus mäntsälä tuomio alkulause tahto väittää muistella","pääasiallisesti ennen ed tapaninen väittää jokin sellainen tuloksi usea taho mennä pyytää sisäasiainministerä vältettäinen mäntsälä tapahtuma toisin sanoen kapina mennä viittaus mäntsälä tuomio alkulause tahto väittää muistella","Right",0,1
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1917_1_022_004","Estlander, Ernst",1870,1949,"Male","46-55",NA,"Long","vallankumous","hallitsija suuriruhtinas suomi yhteys venäjä känssa perustua muu yhteinen hallitsija suomi saattaa yksipuolisesti päättää korkea hallitusva suomi kuulua venäjä vallankumous tehdä välttämätön muutos suomi valtiomuodo muudota aivaltio#valta yhtäpitävä päätös ennenkuin kysymys woida saada lopullisesti ratkaista senaatti jäsen valta#kirja venäjä väli#aikainen hallitus antaa esiintyä senaatti jäseni edus#kunta j n e tahtoa väittää NA että ei sellainen olo venäjä vallankumous synnyttää suomi edus#kunta mahdollisesti voida kokoontua omastakki alotteesta saattaa yhä perustus#laki#valio#kunta puheen#johtaja selity edus#kunta kokoontua päivä","hallitsija suuriruhtinas suomi yhteys venäjä känssa perustua muu yhteinen hallitsija suomi saattaa yksipuolisesti päättää korkea hallitusva suomi kuulua venäjä vallankumous tehdä välttämätön muutos suomi valtiomuodo muudota aivaltiovalta yhtäpitävä päätös ennenkuin kysymys woida saada lopullisesti ratkaista senaatti jäsen valtakirja venäjä väliaikainen hallitus antaa esiintyä senaatti jäseni eduskunta j n e tahtoa väittää NA että ei sellainen olo venäjä vallankumous synnyttää suomi eduskunta mahdollisesti voida kokoontua omastakki alotteesta saattaa yhä perustuslakivaliokunta puheenjohtaja selity eduskunta kokoontua päivä","Right",1,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s2010_1_053_003","Wallin, Stefan",1967,NA,"Male","36-45","2001-Present","Very Long","vallankumous","lisensointimarkkino toiminta digitalisoituminen verkostomainen tuotanto toimintataa edellyttää tekijänoikeusosaaminen kansain#välinen sopimusosaaminen alue ea n sisä#markkinat toimivuus huolehtia tekijän#oikeus osa digitaalinen vallankumous edetä vaiheittain henkilökohtainen tietokonei tulla 1980#luku hypermedia internettää mobiiliviestintä monimedias mobiili-interneti tulla 2000#luku jokainen vaihe","lisensointimarkkino toiminta digitalisoituminen verkostomainen tuotanto toimintataa edellyttää tekijänoikeusosaaminen kansainvälinen sopimusosaaminen alue ea n sisämarkkinat toimivuus huolehtia tekijänoikeus osa digitaalinen vallankumous edetä vaiheittain henkilökohtainen tietokonei tulla 1980luku hypermedia internettää mobiiliviestintä monimedias mobiili-interneti tulla 2000luku jokainen vaihe","Right",1,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1932_2_019_009","Hildén, Uno",1890,1951,"Male","36-45","1920-1960","Very Long","kapina","syöstä synkeätä ajatella seuraus tämmöinen väliaikaisestaas onnistuminen se merkitä selvä kansalais#sota mieli onni kapina puhkuuluisa tullus ohkola tapaus ryhmäjäsenetä erich käynti puhetta mäntsäläläinen innokka johtaja kiihkoilua yritys puheta ennenkuin valmis innokka johtaja kiihkoilua yritys puheta ennenkuin valmis ennenkuin koneisto täydellisesti toimia yksinomaan senvuo tuomita epäonnistua kapina puhkesi kukistaa olla epäillytäs NA että ei hallitus aikoa päättävästi kukistaa mielenkiinto kaikki piirei kohdistua olla epäillytäs NA että ei hallitus aikoa päättävästi kukistaa mielenkiinto kaikki piirei kohdistua tapahtua meillä ennen kapina malli olla lailla kapina kukistaa nauru edus#kunta työläinen kapina luulla tapahtua meillä ennen kapina malli olla lailla kapina kukistaa nauru edus#kunta työläinen kapina luulla kukistaa tapa v hallitus ilmoittaa pyrkiä kapina#liike saada kukisteta verenvuodatus hallitus varmaan antaa tunnustus fa kansalainen veri vuodattaminen leä senvuo syy välttää tehdä menettää valtio#valta auktoriteetti kapina kukistaa mieli pääasiassa sanoma#lehti yleinen mielipis painostus kansalainen saada vetäytyä pois kapinaviikko tapahtua senkaus porvarillinen piirei jonkunlainen sanoisinko kemiallinen prosessi kenttä ratkaista toimen#pide viipyä aiheuttaa melkoinen levottomuus kansa keskuudessa monasti kysyä ei aiotaka ryhtyä vakava ote tämä taktiikka onnistua kapina loppua ainoa laukaus tarvita ampua kaike pitää olla puhujas taho suitsuttaa kiitos hallituknen tasa#valta presidentti rikos oikeastaan tapahtua esiintyä eräs ymmärtäjä selittää kysymys rapi mieli kysymys kapina valtiopetos yritys rikos#laki pykälä nojalla syyllinen mieli tuomita joukko seurata johtaja epätoivoinen yritys ymmärtää puuttua eräänen kolmanteenkki järjestö nimittäin suojeluskuntalaito ed lohi erinomainen puheenvuoro kannalta arvostella järjestö suhtautuminen aika tapahtuma aseellinen kapina mahdollinen senkaus suojeluskuntalaitoknen kuulua henkilö liittyä ottaa suojeluskuntalaitoknen valtio kuulua ase käytettävä valtio","syöstä synkeätä ajatella seuraus tämmöinen väliaikaisestaas onnistuminen se merkitä selvä kansalaissota mieli onni kapina puhkuuluisa tullus ohkola tapaus ryhmäjäsenetä erich käynti puhetta mäntsäläläinen innokka johtaja kiihkoilua yritys puheta ennenkuin valmis innokka johtaja kiihkoilua yritys puheta ennenkuin valmis ennenkuin koneisto täydellisesti toimia yksinomaan senvuo tuomita epäonnistua kapina puhkesi kukistaa olla epäillytäs NA että ei hallitus aikoa päättävästi kukistaa mielenkiinto kaikki piirei kohdistua olla epäillytäs NA että ei hallitus aikoa päättävästi kukistaa mielenkiinto kaikki piirei kohdistua tapahtua meillä ennen kapina malli olla lailla kapina kukistaa nauru eduskunta työläinen kapina luulla tapahtua meillä ennen kapina malli olla lailla kapina kukistaa nauru eduskunta työläinen kapina luulla kukistaa tapa v hallitus ilmoittaa pyrkiä kapinaliike saada kukisteta verenvuodatus hallitus varmaan antaa tunnustus fa kansalainen veri vuodattaminen leä senvuo syy välttää tehdä menettää valtiovalta auktoriteetti kapina kukistaa mieli pääasiassa sanomalehti yleinen mielipis painostus kansalainen saada vetäytyä pois kapinaviikko tapahtua senkaus porvarillinen piirei jonkunlainen sanoisinko kemiallinen prosessi kenttä ratkaista toimenpide viipyä aiheuttaa melkoinen levottomuus kansa keskuudessa monasti kysyä ei aiotaka ryhtyä vakava ote tämä taktiikka onnistua kapina loppua ainoa laukaus tarvita ampua kaike pitää olla puhujas taho suitsuttaa kiitos hallituknen tasavalta presidentti rikos oikeastaan tapahtua esiintyä eräs ymmärtäjä selittää kysymys rapi mieli kysymys kapina valtiopetos yritys rikoslaki pykälä nojalla syyllinen mieli tuomita joukko seurata johtaja epätoivoinen yritys ymmärtää puuttua eräänen kolmanteenkki järjestö nimittäin suojeluskuntalaito ed lohi erinomainen puheenvuoro kannalta arvostella järjestö suhtautuminen aika tapahtuma aseellinen kapina mahdollinen senkaus suojeluskuntalaitoknen kuulua henkilö liittyä ottaa suojeluskuntalaitoknen valtio kuulua ase käytettävä valtio","Right",0,1
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s2014_1_136_017","Donner, Jörn",1933,2020,"Male","66+","2001-Present","Short","sisällissota","keisari#kunta pyyhkäisa pois vallankumous jalanjälji häämöttää itsenäinen suomi muodollinen side venäjä katketa uudenvuodenaattona vuosi leni hyväksyä itsenäisyyt väliaikana ehtiä tapahtua suomi sisällissota stalini epäonnistua yritys ottaa suomi haltuun seuraava askel ottaa kaoottisi olosuhtei hajoamaisilla olla neuvostovaltio 1989—1991 askel osa eurooppa mullistus","keisarikunta pyyhkäisa pois vallankumous jalanjälji häämöttää itsenäinen suomi muodollinen side venäjä katketa uudenvuodenaattona vuosi leni hyväksyä itsenäisyyt väliaikana ehtiä tapahtua suomi sisällissota stalini epäonnistua yritys ottaa suomi haltuun seuraava askel ottaa kaoottisi olosuhtei hajoamaisilla olla neuvostovaltio 1989—1991 askel osa eurooppa mullistus","Right",0,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1919_1_014_023","Furuhjelm, Annie",1859,1937,"Female","56-65","Civil_War","Very Long","vallankumous","några av de sovialdemokratiska lantdagsmännen ivtig talade för upphävande av dödsstraff dåvarande viceordförans aa senaten oskari fokaa uppträdde med sittä celebra andtagande som utmynnade i vallankumous jatkua jatkua och sinä tillade ha ock blod skall dryjpa s var juuri under s kritiska novemberdagar dä s käteä gäl attä framträda och jag","några av de sovialdemokratiska lantdagsmännen ivtig talade för upphävande av dödsstraff dåvarande viceordförans aa senaten oskari fokaa uppträdde med sittä celebra andtagande som utmynnade i vallankumous jatkua jatkua och sinä tillade ha ock blod skall dryjpa s var juuri under s kritiska novemberdagar dä s käteä gäl attä framträda och jag","Right",1,0
